	вакансия	зарплата от	зарплата до	Валюта	Локация	Опубликовано	Работодатель	Роль	Опыт	Ссылка на вакансию	средняя
153	Python-developer	175000	175000	RUR	Санкт-Петербург	2024-07-10	Тензор	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101609287	175000.0
154	Junior / Pre-middle Python Developer	40000	60000	RUR	Оренбург	2024-07-13	Шлыков Станислав Игоревич	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102698995	50000.0
155	Middle backend разработчик, python (Django, GraphQL)	35000	70000	RUR	Волгоград	2024-07-16	Синергия	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103799015	52500.0
156	Веб-программист	48000	140000	RUR	Москва	2024-07-05	Cetera	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103391842	94000.0
157	Разработчик backend Python (middle)	220000	250000	RUR	Москва	2024-07-01	А17	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103048641	235000.0
158	Python-разработчик (Инженер-программист)(01050-1)	90000	90000	RUR	Москва	2024-06-25	Моринформсистема-Агат, Концерн	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/91683615	90000.0
159	Python-разработчик (Django)	80000	80000	RUR	Самара	2024-07-15	Эниера	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102596387	80000.0
160	Backend разработчик - Python (FastAPI) / Golang	110000	110000	RUR	Ставрополь	2024-06-28	Другойкод	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102943469	110000.0
161	Data Analyst / Data Scientist	300000	350000	RUR	Москва	2024-06-18	Пазюк Ольга Валерьевна	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/102140240	325000.0
162	Fullstack-разработчик	20000	40000	RUR	Самара	2024-07-16	Бирючкова Марианна Юрьевна	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103647331	30000.0
163	Fullstack Developer	1000	1000	USD	Санкт-Петербург	2024-07-11	Private inc.	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103735660	1000.0
164	Системный инженер	70000	70000	RUR	Москва	2024-06-24	ПромоДата	Системный инженер	От 1 года до 3 лет	https://hh.ru/vacancy/100725223	70000.0
165	Backend-разработчик	60000	60000	RUR	Екатеринбург	2024-07-15	Строительное проектирование КУБ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101829033	60000.0
166	ML разработчик	100000	150000	RUR	Саратов	2024-07-15	HRP	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103918131	125000.0
167	Аналитик	130000	130000	RUR	Москва	2024-07-16	СБЕР	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/103985151	130000.0
168	Программист-разработчик	150000	250000	RUR	Москва	2024-07-05	Движ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103390385	200000.0
169	Computer Vision Engineer (Junior+/Middle)	150000	290000	RUR	Москва	2024-07-14	Tevian (ООО Технологии видеоанализа)	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/102756309	220000.0
170	Программист Python	40000	40000	RUR	Брянск	2024-07-03	MegaOrion group	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103227224	40000.0
171	SQL разработчик	150000	150000	RUR	Москва	2024-07-08	АПТЕКА ВАША № 1	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/97263333	150000.0
172	Backend разработчик - Python (FastAPI) / Golang	110000	110000	RUR	Михайловск (Ставропольский край)	2024-06-28	Другойкод	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102943470	110000.0
173	Python разработчик	115000	115000	RUR	Казань	2024-07-03	Совкомбанк	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/103201287	115000.0
174	Инженер-программист группы разработки	200000	200000	RUR	Рязань	2024-07-05	Альфа-М	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/90613253	200000.0
175	Аналитик отдела продаж	149000	149000	RUR	Москва	2024-07-15	Алианта Групп	Аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/103608716	149000.0
176	Python developer	80000	140000	RUR	Калининград	2024-07-15	Тензор	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103876707	110000.0
177	Программист	130000	130000	RUR	Санкт-Петербург	2024-07-14	Север-Авто	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103366890	130000.0
178	Backend-разработчик (Python)	70000	70000	RUR	Санкт-Петербург	2024-07-16	ПИКАССО	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102823795	70000.0
179	Backend-developer (Python)	70000	70000	RUR	Санкт-Петербург	2024-07-13	Радиофид	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102934904	70000.0
180	Аналитик в IT компнаию	450	800	USD	Минск	2024-07-02	Up pashkevich	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/103154566	625.0
181	Программист Python (Middle)	90000	90000	RUR	Томск	2024-07-02	Инфоматикс	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102238028	90000.0
182	Python-разработчик (Middle, Middle+)	100000	180000	RUR	Тюмень	2024-07-05	ДевТрикс	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103366526	140000.0
183	Middle+ PHP Developer	130000	180000	RUR	Челябинск	2024-07-09	Максимал	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103594267	155000.0
184	Системный администратор Linux	70000	70000	RUR	Санкт-Петербург	2024-07-15	СПБ ГБУЗ Городская поликлиника №32	Системный администратор	От 1 года до 3 лет	https://hh.ru/vacancy/103947350	70000.0
185	Программист Python, С, С++	80000	140000	RUR	Уфа	2024-07-06	Технопром	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103403286	110000.0
186	Аналитик-разработчик (SQL, Python)	180000	225000	RUR	Москва	2024-07-05	JFoRecruitment	BI-аналитик, аналитик данных	От 1 года до 3 лет	https://hh.ru/vacancy/103378073	202500.0
187	Инженер-тестировщик в робототехническую компанию	45000	70000	RUR	Ярославль	2024-07-15	Тендерлэнд	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/103631221	57500.0
188	Python разработчик	800000	1300000	KZT	Астана	2024-06-25	TargetAI Limited	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102648555	1050000.0
189	Middle Python Developer	150000	250000	RUR	Москва	2024-07-15	Retail Rocket	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102188579	200000.0
190	System Administrator	50000	70000	RUR	Москва	2024-06-19	Softintermob LLC	Системный администратор	От 1 года до 3 лет	https://hh.ru/vacancy/102256037	60000.0
191	Системный администратор	50000	70000	RUR	Самара	2024-06-19	Softintermob LLC	Системный администратор	От 1 года до 3 лет	https://hh.ru/vacancy/102292950	60000.0
192	Web-программист	84630	112000	RUR	Москва	2024-07-10	ГБУ ГлавАПУ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103668834	98315.0
193	Веб-разработчик Full Stack / программист	50000	50000	RUR	Тверь	2024-07-13	Молл Медиа Групп	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103662217	50000.0
194	Программист-математик (python, машинное обучение, компьютерное зрение) в Зеленограде	150000	250000	RUR	Москва	2024-07-11	Солнечный ветер	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103723592	200000.0
195	Backend-разработчик / Разработчик Python	230000	230000	RUR	Санкт-Петербург	2024-07-03	Университет ИТМО	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103229050	230000.0
196	ML-разработчик	150000	150000	RUR	Москва	2024-07-15	КоинКит	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/102610993	150000.0
197	Инженер-программист C++, Qt	100000	180000	RUR	Санкт-Петербург	2024-06-17	СофтДев	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102086721	140000.0
198	Программист JS (Frontend) Middle/Senior	130000	180000	RUR	Москва	2024-07-13	eRaga Infosystem	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102717656	155000.0
199	Middle C# developer	150000	150000	RUR	Ростов-на-Дону	2024-07-15	ЮГПА	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103930800	150000.0
200	Junior ML Engineer	60000	80000	RUR	Екатеринбург	2024-07-16	ДжиАйТи	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102899787	70000.0
201	Python разработчик (ОФИС)	150000	250000	RUR	Екатеринбург	2024-07-15	SpectrumData	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101741848	200000.0
202	Python-разработчик систем сбора	100000	150000	RUR	Москва	2024-07-15	Селфсек	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/72687495	125000.0
203	Backend Python-разработчик	60000	100000	RUR	Челябинск	2024-06-26	Гуру Групп	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102755923	80000.0
204	Middle Python Developer	1800	1800	EUR	Сербия	2024-07-14	Huli Inc.	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103701272	1800.0
205	Программист	20000	50000	RUR	Сургут	2024-06-17	ЦЦТ СИСТЕМС86	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102130425	35000.0
206	Инженер-программист микроконтроллеров	2500	2500	BYR	Минск	2024-07-08	НЬЮЛЭНД технолоджи	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103496690	2500.0
207	Программист-тестировщик (отдел автотестирования)	46000	92000	RUR	Кострома	2024-07-16	Тензор	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/82893736	69000.0
208	Инженер по тестированию	70000	70000	RUR	Санкт-Петербург	2024-06-26	Кравт	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/102770312	70000.0
209	Программист микроконтроллеров на языке C	150000	270000	RUR	Москва	2024-06-24	Wiren Board	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102578361	210000.0
210	Программист микроконтроллеров	100000	160000	RUR	Москва	2024-07-16	Аргус-ИТ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103980601	130000.0
211	Backend разработчик (Middle-, Middle)	110000	140000	RUR	Москва	2024-07-13	PatentCore.ru	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102286994	125000.0
212	Middle Back-end разработчик (Python, PostgreSQL, FastAPI)	80000	80000	RUR	Ханты-Мансийск	2024-07-04	АУ Югорский НИИ информационных технологий	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103258074	80000.0
213	Программист-аналитик	120000	220000	RUR	Москва	2024-07-09	Кадровое агентство BWG	BI-аналитик, аналитик данных	От 1 года до 3 лет	https://hh.ru/vacancy/103612258	170000.0
214	Developer C++	215000	323220	RUR	Санкт-Петербург	2024-07-05	СБЕР	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103365302	269110.0
215	Full-stack разработчик	20000	90000	KGS	Бишкек	2024-06-18	ОсОО ЮНИОР ЭДУ	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/102170409	55000.0
216	Инженер операционных систем (Linux)	100000	100000	RUR	Москва	2024-07-14	Легион	Системный инженер	От 1 года до 3 лет	https://hh.ru/vacancy/103502684	100000.0
217	Python developer	150000	150000	RUR	Москва	2024-07-13	Leads	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103312201	150000.0
218	Бизнес-аналитик (платежные системы)	3500	3500	EUR	Кипр	2024-07-08	Топассистент	Бизнес-аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/103513446	3500.0
219	Python разработчик (в офис)	80000	100000	RUR	Зеленоград	2024-07-16	СтратоСфера	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102915768	90000.0
220	Программист-стажер	20000	30000	RUR	Москва	2024-06-17	KiberOne (ИП Зивтинь Мария Олеговна)	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102092517	25000.0
221	Python-разработчик (КЭДО)	150000	220000	RUR	Тюмень	2024-07-08	Тензор	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103520630	185000.0
222	Data Scientist	160000	320000	RUR	Елабуга	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676634	240000.0
223	Backend разработчик на python	120000	120000	RUR	Тюмень	2024-06-20	АНО ДПО Югорский учебный центр	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102332838	120000.0
224	Data Scientist	160000	320000	RUR	Москва	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676624	240000.0
225	Data Scientist	160000	320000	RUR	Казань	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676625	240000.0
226	Data Scientist	160000	320000	RUR	Санкт-Петербург	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676623	240000.0
227	Backend-разработчик	90000	90000	RUR	Обнинск	2024-06-28	Базальт СПО	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102938271	90000.0
228	Сетевой инженер	130000	130000	RUR	Санкт-Петербург	2024-07-05	UserGate	Сетевой инженер	От 1 года до 3 лет	https://hh.ru/vacancy/95797466	130000.0
229	Специалист технической поддержки	50000	50000	RUR	Санкт-Петербург	2024-07-15	KVINT	Специалист технической поддержки	От 1 года до 3 лет	https://hh.ru/vacancy/103243183	50000.0
230	Middle Python developer	100000	100000	RUR	Санкт-Петербург	2024-07-14	ЛИГРЕС	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/99677121	100000.0
231	Системный администратор Unix	100000	250000	RUR	Новосибирск	2024-07-13	InlyIT	Системный администратор	От 1 года до 3 лет	https://hh.ru/vacancy/84484404	175000.0
232	Full Stack Developer - программист	10000000	20000000	UZS	Ташкент	2024-06-27	REVOLUT PRODUCTION	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102839526	15000000.0
233	Программист	70000	70000	RUR	Санкт-Петербург	2024-06-18	Атлант	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102195765	70000.0
234	Специалист по компьютерному зрению и машинному обучению	80000	80000	RUR	Тюмень	2024-07-16	ИТС	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103973605	80000.0
235	Web-разработчик (Инженер-программист)(01050-1)	120000	120000	RUR	Москва	2024-06-25	Моринформсистема-Агат, Концерн	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/91683538	120000.0
236	Владелец продукта	100000	130000	RUR	Красноярск	2024-07-10	Командор, сеть супермаркетов	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/98230273	115000.0
237	Программист-тестировщик (отдел автотестирования)	46000	92000	RUR	Новосибирск	2024-07-01	Тензор	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/91634110	69000.0
238	Middle Backend Разработчик (Python)	220000	250000	RUR	Москва	2024-06-25	Inline Telecom Solutions	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/90777119	235000.0
239	Разработчик Python (Отдел разработки и интеграции CRM-систем)	170000	170000	RUR	Москва	2024-07-09	Банк Русский Стандарт	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103612809	170000.0
240	Ведущий python (Django) Developer	200000	200000	RUR	Новосибирск	2024-07-13	Инвестрентстрой	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103299594	200000.0
241	Data Scientist	160000	320000	RUR	Томск	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676630	240000.0
242	Младший системный администратор	60000	80000	RUR	Рязань	2024-06-20	Altcraft	Системный администратор	От 1 года до 3 лет	https://hh.ru/vacancy/100820234	70000.0
243	Программист-тестировщик (отдел автотестирования)	46000	92000	RUR	Уфа	2024-07-16	Тензор	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/88432661	69000.0
244	Python-разработчик (middle, middle+)	120000	120000	RUR	Тюмень	2024-07-16	Восток.Софт	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102653602	120000.0
245	Investment Analyst. Market Neutral DeFi Hedge Fund / Финансовый аналитик (инвестиционный аналитик)	200000	300000	RUR	Москва	2024-06-25	Edge Capital Management LLC	Финансовый аналитик, инвестиционный аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/102720986	250000.0
246	Разработчик (Frontend developer / Vue.js) junior+	130000	130000	RUR	Тюмень	2024-07-14	Статус	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/88609199	130000.0
247	Программист роботов	200000	200000	RUR	Москва	2024-07-03	WILDBERRIES	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/93918753	200000.0
248	Математик-программист (научный сотрудник)	70000	70000	RUR	Санкт-Петербург	2024-07-02	Государственный научно-исследовательский институт прикладных проблем, ФГУП	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103146820	70000.0
249	Блокчейн разработчик (solidity/funC/tact)	150000	250000	RUR	Москва	2024-06-27	СПУТНИК РЕКОРДС	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/102882039	200000.0
250	Java back-end разработчик в ML команду ранжирования (Senior/Middle+)	220000	300000	RUR	Москва	2024-07-16	DIGINETICA	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103992268	260000.0
251	Инженер данных/ML-разработчик	150000	150000	RUR	Москва	2024-06-30	Центр Информационных технологий Роскадастр-Инфотех Филиал Роскадастр	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102992407	150000.0
252	JS frontend developer	60000	60000	RUR	Санкт-Петербург	2024-07-14	МЕДГАРАНТ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101748364	60000.0
253	Ведущий программист С++/ Python (отдел робототехники)	250000	350000	RUR	Санкт-Петербург	2024-07-16	Солитюд Аэриал	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102258278	300000.0
254	Data Engineer	150000	150000	RUR	Москва	2024-06-18	ВБЦ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/97444711	150000.0
255	Python Разработчик middle	80000	80000	RUR	Тюмень	2024-07-02	Этажи Федеральная компания	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103141653	80000.0
256	Разработчик на Python	70000	70000	RUR	Омск	2024-06-18	Омский НИИ Приборостроения	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/90310055	70000.0
257	Data Analyst (Relocation to Europe, DA100)	1400	2000	EUR	Москва	2024-07-15	Betby	BI-аналитик, аналитик данных	От 1 года до 3 лет	https://hh.ru/vacancy/103769696	1700.0
258	Программист	50000	50000	RUR	Касимов	2024-07-15	Школа программирования Coddy (Мытарова Юлия)	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103876493	50000.0
259	Программист RPA	200000	200000	RUR	Москва	2024-07-05	HOLODILNIK.RU	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103365164	200000.0
260	Middle Python-разработчик	140000	250000	RUR	Москва	2024-07-14	AERODISK	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/96610425	195000.0
261	Старший инженер-программист АСУТП	200000	300000	RUR	Нижний Новгород	2024-06-28	Медиа Онлайн	Сервисный инженер, инженер-механик	От 1 года до 3 лет	https://hh.ru/vacancy/102902283	250000.0
262	Frontend-разработчик Angular\TypeScript	70000	100000	RUR	Казань	2024-07-16	ХайТек Плант	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/104000696	85000.0
263	Финансовый аналитик / Аналитик данных	60000	80000	RUR	Москва	2024-07-04	Кадровое агентство BWG	BI-аналитик, аналитик данных	От 1 года до 3 лет	https://hh.ru/vacancy/103311752	70000.0
264	Разработчик Back-End и REST API (Middle Level) Мобильные приложения	200000	450000	RUR	Москва	2024-07-15	Ганеева Мария Сергеевна	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102844571	325000.0
265	Инженер-программист	100000	100000	RUR	Санкт-Петербург	2024-07-12	ТАЙПИТ, Торгово-промышленная группа	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101835081	100000.0
266	Автотестировщик / Разработчик Java/ Python/ iOS/ JavaScript (Junior).	40000	200000	RUR	Белгород	2024-06-22	Таранюк Виталий Геннадьевич	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/99991696	120000.0
267	Программист в зону поддержки / верстальщик	51000	51000	RUR	Санкт-Петербург	2024-07-13	Цифра	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103069005	51000.0
268	AI/ML Engineer/ Инженер по нейронным сетям и ИИ/ AI/ML разработчик	2000	2000	USD	Москва	2024-07-08	Algoritmik.lab	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103498000	2000.0
269	Старший инженер-программист АСУТП	200000	300000	RUR	Москва	2024-06-28	Медиа Онлайн	Сервисный инженер, инженер-механик	От 1 года до 3 лет	https://hh.ru/vacancy/102902285	250000.0
270	Веб-разработчик Full Stack/программист	50000	50000	RUR	Рязань	2024-07-13	Молл Медиа Групп	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103661517	50000.0
271	Python Backend-разработчик (Middle/Middle+)	200000	200000	RUR	Пермь	2024-07-03	Ригинтел	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101306471	200000.0
272	Маркетолог-аналитик	80000	80000	RUR	Екатеринбург	2024-07-11	To You Project	Маркетолог-аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/103737287	80000.0
273	Программист	50000	90000	RUR	Омск	2024-06-17	Сибирская Студия Разработчиков	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102073016	70000.0
274	Data Scientist	160000	320000	RUR	Новосибирск	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676631	240000.0
275	Программист Python (full stack)	150000	150000	RUR	Москва	2024-06-26	УМК АРТСМЕД	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102780602	150000.0
276	Программист-тестировщик (отдел автотестирования)	46000	92000	RUR	Ярославль	2024-07-08	Тензор	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/94022385	69000.0
277	Аналитик данных (Бизнес-аналитик)	80000	80000	RUR	Симферополь	2024-07-08	ТОРГОВЫЙ ДОМ «ТЭС»	Аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/101879443	80000.0
278	Middle Python-разработчик	150000	150000	RUR	Москва	2024-07-13	BYTIME	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102298736	150000.0
279	Системный программист	150000	200000	RUR	Москва	2024-07-14	Облако	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103523678	175000.0
280	Data Scientist	160000	320000	RUR	Иннополис	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676627	240000.0
281	Инженер-программист встраиваемых систем (embedded developer)	200000	200000	RUR	Санкт-Петербург	2024-06-28	Санкт-Петербургский политехнический университет Петра Великого (ФГАОУ ВО СПбПУ)	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102908285	200000.0
282	Продуктовый аналитик	200000	250000	RUR	Москва	2024-07-12	Сантехника-Онлайн	Продуктовый аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/102336301	225000.0
283	Инженер-программист	120000	120000	RUR	Ижевск	2024-07-14	Телеком, НПО	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103134888	120000.0
284	Стажёр аналитик Spark Hadoop BigData	80000	110000	RUR	Москва	2024-07-16	Datanomica	Системный аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/104000904	95000.0
285	Программист-тестировщик (отдел автотестирования)	46000	92000	RUR	Рыбинск	2024-07-01	Тензор	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/91634198	69000.0
286	Computer vision developer (Middle)	150000	200000	RUR	Новосибирск	2024-07-15	Quatromatic	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103186031	175000.0
287	Data developer Дата-разарботчик Разработчик junior	100000	100000	RUR	Ульяновск	2024-07-04	ТС Победа	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/103294848	100000.0
288	Руководитель IT-проектов / IT Project manager (Голосовые роботы)	150000	150000	RUR	Москва	2024-06-26	Широкова Лариса Юрьевна	Руководитель проектов	От 1 года до 3 лет	https://hh.ru/vacancy/102759240	150000.0
289	Data Analyst / Data Scientist	300000	350000	RUR	Санкт-Петербург	2024-06-18	Пазюк Ольга Валерьевна	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/102140241	325000.0
290	Python - разработчик в AI компанию	150000	150000	RUR	Санкт-Петербург	2024-07-15	Университет искусственного интеллекта	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101154908	150000.0
291	Разработчик (Backend developer / Python)	100000	100000	RUR	Тюмень	2024-07-14	Статус	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/93659523	100000.0
292	Fullstack-разработчик	160000	210000	RUR	Чебоксары	2024-07-15	Научно-производственный центр Кейсистемс - Безопасность	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/97032981	185000.0
293	Data Scientist	160000	320000	RUR	Самара	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676633	240000.0
294	Junior Аналитик	40000	70000	RUR	Москва	2024-06-22	EasyDev	Бизнес-аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/102486525	55000.0
295	QA manual - Тестировщик	600000	700000	KZT	Алматы	2024-07-15	Alga Payment	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/102162751	650000.0
296	Middle Backend Разработчик PHP	800	800	USD	Чебоксары	2024-07-11	Шеломенцев Алексей Александрович	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103699507	800.0
297	ML-разработчик	90000	90000	RUR	Томск	2024-07-16	Спутник	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103009778	90000.0
298	Инженер-электронщик	150000	150000	RUR	Екатеринбург	2024-07-03	Уралрегионинструмент	Инженер-конструктор, инженер-проектировщик	От 1 года до 3 лет	https://hh.ru/vacancy/103201315	150000.0
299	Инженер-программист / Бэкенд-разработчик на Python	50000	50000	RUR	Омск	2024-06-27	Омский НИИ Приборостроения	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/86548323	50000.0
300	Аналитик	140000	240000	RUR	Москва	2024-07-13	Эверис, Представительство	Аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/101663070	190000.0
301	Middle Python Backend	130000	180000	RUR	Новосибирск	2024-06-21	Рекрутинговое агентство The One	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102413465	155000.0
302	Старший инженер-программист АСУТП	200000	300000	RUR	Луховицы  (Московская область)	2024-06-28	Медиа Онлайн	Сервисный инженер, инженер-механик	От 1 года до 3 лет	https://hh.ru/vacancy/102902284	250000.0
303	Teamlead Python - Tyver	2500	4000	USD	Москва	2024-07-15	Tyver	Руководитель группы разработки	От 1 года до 3 лет	https://hh.ru/vacancy/103943704	3250.0
